,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,new_addition,go_id,cran_id,pypi,gem_id,updated_github_id,hex_id,bitbucket_id
190,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,14,True,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2020-04-01 05:53:02.000000,2020-04-01 05:53:01.000000,3.0,1.0,3.0,45.0,104.0,2020-03-31 12:46:48.000000,0.3.0,,45037.0,2.0,,,2.0,https://pypi.org/project/altair_viewer,45037.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
191,Jupyter Helpers,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,14,True,krassowski/jupyter-helpers,jupyter_helpers,,https://github.com/krassowski/jupyter-helpers,2019-03-17 22:11:35.000000,2021-02-10 16:36:22.000000,2021-02-10 16:32:34.000000,3.0,3.0,2.0,41.0,26.0,2021-02-10 16:36:22.000000,0.2.3-2,,255.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,255.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
192,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,14,False,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2019-06-30 20:16:49.000000,2019-06-30 20:16:48.000000,28.0,13.0,19.0,33.0,107.0,,,,682.0,,31.0,31.0,13.0,https://pypi.org/project/sudospawner,682.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
193,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,14,False,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000000,2021-02-09 00:11:20.000000,2021-02-09 00:11:20.000000,8.0,1.0,,6.0,16.0,,,,1344.0,,56.0,56.0,5.0,https://pypi.org/project/nullauthenticator,1344.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
194,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,False,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,101.0,21.0,53.0,2140.0,169.0,,,,,,,,9.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
195,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,13,False,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,96.0,31.0,53.0,539.0,86.0,2016-04-07 16:41:34.000000,0.4.1,2835.0,2549.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,2501.0,,,,3.0,,,,,,,,,,,,,,,,,,
196,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,13,False,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,34.0,2.0,14.0,428.0,38.0,,,,400.0,,,,3.0,https://pypi.org/project/py_d3,400.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
197,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,13,False,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2020-11-09 20:41:50.000000,2020-11-09 20:41:43.000000,69.0,23.0,99.0,373.0,210.0,2017-10-17 21:39:32.000000,0.15.0,,375.0,1.0,,,17.0,https://pypi.org/project/matlab_kernel,375.0,,,,3.0,,,,,,,,,,,,,,,,,,
198,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,13,False,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2020-07-19 04:56:41.000000,2020-01-04 12:02:35.000000,37.0,37.0,37.0,336.0,634.0,,,,491.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,491.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
199,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,13,False,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,45.0,35.0,24.0,257.0,57.0,,,,532.0,,,,10.0,https://pypi.org/project/nbopen,532.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
200,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,13,False,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2021-03-09 01:53:16.000000,2019-08-14 17:21:34.000000,29.0,40.0,19.0,244.0,87.0,,,,123.0,,,,6.0,,,,,,3.0,,,,,,jupyterlab_voyager,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab_voyager,123.0,,,,,,,,,
201,JupyterWith,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,13,True,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000000,2021-03-17 08:45:26.000000,2020-10-02 06:57:38.000000,57.0,37.0,37.0,235.0,269.0,,,,,,,,17.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
202,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,True,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,5.0,,8.0,227.0,154.0,,,,,,11.0,11.0,8.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
203,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,13,True,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,30.0,13.0,14.0,192.0,106.0,,,,551.0,,,,12.0,https://pypi.org/project/jupyter-spark,551.0,,,,3.0,,,,,,,MPL-2.0,,,,,,,,,,,
204,igv.js widget,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/igvteam/igv-jupyter,,widgets,13,True,igvteam/igv-jupyter,igv-jupyter,,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000000,2021-03-12 21:35:01.000000,2020-12-03 16:23:27.000000,14.0,1.0,32.0,118.0,85.0,2016-10-24 18:13:38.000000,0.2.1,,82.0,4.0,1.0,1.0,4.0,https://pypi.org/project/igv-jupyter,82.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
205,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,13,True,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2021-03-21 14:38:35.000000,2021-03-02 18:22:44.000000,13.0,,15.0,117.0,20.0,,,,8391.0,,,,8.0,,,,,,3.0,,,,,,jupyterlab-execute-time,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-execute-time,8391.0,,,,,,,,,
206,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,True,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-03-24 21:37:41.000000,2021-03-24 21:37:32.000000,5.0,7.0,19.0,110.0,88.0,,,,7022.0,,,,5.0,,,,,,3.0,,,,,,@aquirdturtle/collapsible_headings,BSD-3-Clause,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,7022.0,,,,,,,,,
207,Neon Theme,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,13,True,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000000,2021-03-07 04:41:08.000000,2021-03-07 04:40:47.000000,5.0,1.0,10.0,84.0,43.0,,,,1999.0,,1.0,1.0,3.0,,,,,,2.0,,,,,,@yeebc/jupyterlab_neon_theme,BSD-3-Clause,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,1999.0,,,,,,,,,
208,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,13,True,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37.000000,17.0,24.0,10.0,78.0,332.0,,,,208.0,,,,10.0,,,,,,3.0,,,,,,@jupyterlab/commenting-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/commenting-extension,208.0,,,,,,,,,
209,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,13,True,timkpaine/jupyterlab_email,jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,2.0,4.0,30.0,46.0,,2020-06-25 16:29:14.000000,0.2.3,,1336.0,12.0,,,,https://pypi.org/project/jupyterlab_email,29.0,,,,3.0,,,,,,jupyterlab_email,Apache-2.0,https://www.npmjs.com/package/jupyterlab_email,1307.0,2.0,,,,,,,,
210,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,True,itsjafer/jupyterlab-sparkmonitor,jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000000,2021-02-14 09:27:36.000000,2020-08-06 23:37:01.000000,10.0,7.0,3.0,45.0,254.0,,,,916.0,,,,5.0,https://pypi.org/project/jupyterlab-sparkmonitor,49.0,,,,3.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2020-08-06 23:50:07.340609,,98.0,jupyterlab_sparkmonitor,Apache-2.0,https://www.npmjs.com/package/jupyterlab_sparkmonitor,859.0,,,,,,,,,
211,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,13,True,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000000,2021-02-01 03:36:53.000000,2021-01-31 22:57:48.000000,5.0,1.0,19.0,32.0,,2021-01-03 13:27:37.000000,0.3.0,,,9.0,3.0,3.0,,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
212,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,12,True,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000000,2021-03-22 17:01:34.000000,2021-03-22 16:59:52.000000,15.0,11.0,39.0,171.0,101.0,,,,,,6.0,6.0,7.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
213,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,12,True,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000000,2021-03-11 18:31:52.000000,2021-03-11 18:31:46.000000,20.0,3.0,26.0,126.0,246.0,,,,,,12.0,12.0,2.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
214,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,12,False,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-03-23 09:58:37.415000,2021-03-23 08:17:43.000000,16.0,11.0,39.0,84.0,390.0,,,,861.0,13.0,,,8.0,https://pypi.org/project/cdsdashboards,140.0,https://anaconda.org/conda-forge/cdsdashboards,2021-03-23 09:58:37.415000,5772.0,3.0,,,,,,,,,,,,,,,,,,
215,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,12,True,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2020-12-11 20:15:43.000000,2020-05-18 01:55:23.000000,10.0,3.0,12.0,83.0,65.0,,,,2687.0,,,,4.0,,,,,,2.0,,,,,,@telamonian/theme-darcula,BSD-3-Clause,https://www.npmjs.com/package/@telamonian/theme-darcula,2687.0,,,,,,,,,
216,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,12,True,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2021-03-15 10:30:36.000000,2021-03-15 10:30:33.000000,2.0,10.0,13.0,58.0,,2021-01-12 20:40:35.000000,0.4.1,,322.0,8.0,,,2.0,https://pypi.org/project/ipylab,65.0,https://anaconda.org/conda-forge/ipylab,2021-01-12 20:58:22.772000,4117.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
217,jupyterlab-classic,The next-gen old-school notebook UI.,https://github.com/jtpio/jupyterlab-classic,,notebook-environments,12,True,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jtpio/jupyterlab-classic,2020-12-07 16:37:07.000000,2021-03-25 23:00:51.000000,2021-03-11 16:50:24.000000,7.0,15.0,28.0,56.0,,2021-03-11 17:25:35.000000,0.1.7,,88.0,11.0,,,3.0,https://pypi.org/project/jupyterlab-classic,88.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
218,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,True,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,2.0,4.0,30.0,46.0,,2020-06-25 16:29:14.000000,0.2.3,,831.0,12.0,,,,,,,,,3.0,,,,,,jupyterlab-flake8,Apache-2.0,https://www.npmjs.com/package/jupyterlab-flake8,831.0,,,,,,,,,
219,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,12,False,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2019-03-13 14:50:57.000000,2019-02-13 10:57:15.000000,33.0,7.0,8.0,32.0,24.0,,,,136.0,,7.0,7.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,136.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
220,Horizon Theme,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,12,True,mohirio/jupyterlab-horizon-theme,,,https://github.com/mohirio/jupyterlab-horizon-theme,2019-06-07 08:46:59.000000,2021-03-14 05:57:47.000000,2021-03-14 05:57:47.000000,1.0,1.0,2.0,27.0,23.0,,,,3619.0,,,,,,,,,,2.0,,,,,,@mohirio/jupyterlab-horizon-theme,BSD-3-Clause,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,3619.0,,,,,,,,,
221,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,12,True,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,15.0,5.0,2.0,26.0,7.0,,,,2068.0,,,,,https://pypi.org/project/jupyterhub-dummyauthenticator,2068.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
222,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,12,False,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2020-11-09 20:50:58.000000,2020-11-04 01:10:24.000000,5.0,4.0,5.0,22.0,,,,,15720.0,,,,5.0,https://pypi.org/project/pick,15720.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
223,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,12,False,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000000,2021-03-09 18:18:39.000000,2021-03-02 08:18:22.000000,5.0,8.0,20.0,8.0,340.0,2019-12-09 18:41:20.000000,0.5.0,,,3.0,,,11.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
224,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,11,False,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,2016-07-26 12:38:17.000000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22.000000,163.0,10.0,4.0,763.0,11.0,,,,,,,,,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
225,ICSharp,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,False,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,2014-09-22 07:57:50.000000,2018-09-23 04:19:46.000000,2018-09-23 04:19:45.000000,59.0,34.0,12.0,263.0,45.0,,,,,,,,10.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
226,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,11,True,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000000,2021-03-20 01:04:22.000000,2020-10-06 02:14:24.000000,9.0,60.0,24.0,145.0,310.0,,,,10.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,10.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
227,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,11,True,nbgallery/nbgallery,,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000000,2021-03-25 14:06:06.000000,2021-03-25 12:06:46.000000,20.0,64.0,206.0,138.0,,,,,708.0,,,,18.0,,,,,,3.0,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2021-03-25 13:51:04.909070,3.0,35427.0,,MIT,,,,,,,,,,,
228,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,11,True,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000000,2021-02-05 05:42:05.000000,2021-02-05 05:42:04.000000,9.0,6.0,15.0,132.0,38.0,2020-04-12 11:15:09.000000,1.3,,,6.0,,,4.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
229,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,11,False,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2021-02-13 21:37:46.000000,2021-02-13 21:37:41.000000,9.0,,4.0,128.0,191.0,,,,65.0,,4.0,4.0,3.0,https://pypi.org/project/ipyexperiments,65.0,,,,3.0,,,,,,,,,,,,,,,,,,
230,Jupyter DataTables,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,https://github.com/CermakM/jupyter-datatables,,widgets,11,False,CermakM/jupyter-datatables,jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,2019-03-28 20:55:12.000000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07.000000,13.0,13.0,15.0,128.0,147.0,,,,396.0,,,,4.0,https://pypi.org/project/jupyter-datatables,396.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
231,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,11,True,jupyter-xeus/xeus-sqlite,,,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000000,2021-02-17 12:11:51.000000,2021-02-17 12:11:51.000000,19.0,16.0,20.0,112.0,251.0,,,,,,,,11.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
232,jnotebook-reader,"An awesome viewer to browse and render Jupyter Notebooks from local, Amazon S3, Google Cloud Storage or MinIO.",https://github.com/line/jnotebook_reader,,notebook-sharing,11,True,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,2020-10-30 02:50:59.000000,2021-02-10 02:34:20.000000,2021-02-10 02:29:57.000000,11.0,,1.0,71.0,12.0,2021-02-10 02:34:21.000000,1.0.2,,,3.0,,,4.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
233,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,11,False,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-03-21 13:34:36.000000,2021-03-21 13:34:33.000000,6.0,2.0,11.0,57.0,81.0,,,,590.0,,3.0,3.0,4.0,,,,,,3.0,,,,,,jupyterlab-kernelspy,,https://www.npmjs.com/package/jupyterlab-kernelspy,590.0,,,,,,,,,
234,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,11,True,NII-cloud-operation/sshkernel,sshkernel,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000000,2020-09-28 08:55:33.000000,2020-09-28 08:54:04.000000,8.0,1.0,6.0,42.0,394.0,,,,30.0,,2.0,2.0,4.0,https://pypi.org/project/sshkernel,30.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
235,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,11,True,HewlettPackard/jupyterhub-samlauthenticator,jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000000,2020-11-06 21:11:50.000000,2020-07-13 15:54:47.000000,14.0,12.0,12.0,28.0,111.0,2020-07-13 15:56:30.000000,samlauthenticator-0.0.9,11.0,108.0,3.0,,,6.0,https://pypi.org/project/jupyterhub-samlauthenticator,108.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
236,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as viable production env!.",https://github.com/jupyter-naas/naas,,notebook-tools,11,True,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000000,2021-03-25 21:44:01.000000,2021-03-25 21:43:58.000000,3.0,,,28.0,,,,,1361.0,,,,8.0,https://pypi.org/project/naas,1361.0,,,,3.0,,,,,,,AGPL-3.0,,,,,,,,,,,
237,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,11,False,cwaldbieser/jhub_remote_user_authenticator,jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,2015-11-04 03:17:18.000000,2020-04-02 12:59:46.000000,2019-04-16 20:10:44.000000,26.0,7.0,8.0,28.0,27.0,,,,167.0,,,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,167.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,,
238,ipysigma,A custom Jupyter widget library to display graphs using sigma.js.,https://github.com/Yomguithereal/ipysigma,,widgets,11,True,Yomguithereal/ipysigma,ipysigma,,https://github.com/Yomguithereal/ipysigma,2018-06-25 20:03:21.000000,2021-03-08 20:07:18.000000,2020-06-30 13:07:41.000000,3.0,2.0,2.0,25.0,39.0,,,,137.0,,,,3.0,https://pypi.org/project/ipysigma,18.0,,,,3.0,,,,,,ipysigma,MIT,https://www.npmjs.com/package/ipysigma,119.0,,,,,,,,,
239,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,11,False,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34.000000,7.0,10.0,14.0,10.0,1783.0,2020-01-15 19:12:57.000000,0.5.1,12.0,14.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,14.0,,,,3.0,,,,,,,,,,,,,,,,,,
240,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,10,False,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000000,2020-05-09 22:13:31.000000,2020-05-09 22:13:21.000000,14.0,4.0,12.0,120.0,44.0,,,,1191.0,,4.0,4.0,2.0,,,,,,3.0,,,,,,@oriolmirosa/jupyterlab_materialdarker,,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,1191.0,,,,,,,,,
241,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,10,False,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,2018-04-11 16:16:59.000000,2021-02-04 18:09:44.000000,2020-04-21 00:50:06.000000,8.0,7.0,29.0,95.0,96.0,,,,831.0,,,,5.0,,,,,,3.0,,,,,,jupyterlab-flake8,,https://www.npmjs.com/package/jupyterlab-flake8,831.0,,,,,,,,,
242,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,10,True,jpmorganchase/jupyter-fs,jupyter-fs,,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000000,2021-03-15 11:05:25.000000,2021-01-08 04:14:18.000000,18.0,18.0,22.0,82.0,,,,,82.0,,,,7.0,https://pypi.org/project/jupyter-fs,82.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
